COMP_SPECIES	START_LOCUS	END_LOCUS	NUM_LOCI	COMP_CHR	COMP_START	COMP_END	COMP_SIZE	MAP_LG	MAP_START	MAP_STOP	MAP_SIZE	MEAN_DIST_LOCI	
dlab	dDocent_Contig_269535	dDocent_Contig_288916	13	5	12809425	16782612	3973187	20	31.26	37.13	5.87	305630	
onil	dDocent_Contig_23884	dDocent_Contig_293918	3	12	27975780	32139045	4163265	6	61.84	67.72	5.88	1387755	
gacu	dDocent_Contig_12988	dDocent_Contig_15338	5	10	4798851	5128516	329665	22	39.69	45.62	5.93	65933	
lcal	dDocent_Contig_31027	dDocent_Contig_134784	3	11	17386343	18410043	1023700	19	41.33	47.3	5.97	341233	
dlab	dDocent_Contig_25996	dDocent_Contig_149361	11	11	7649899	10389007	2739108	2	20.82	26.83	6.01	249010	
lcal	dDocent_Contig_25996	dDocent_Contig_149361	11	16-22	5790465	8412144	2621679	2	20.82	26.83	6.01	238334	
gacu	dDocent_Contig_25996	dDocent_Contig_149361	8	6	6870143	9034428	2164285	2	20.82	26.83	6.01	270536	
gacu	dDocent_Contig_10414	dDocent_Contig_39799	5	8	13096786	12291416	1186765	12	26.15	31.55	6.02	237353	
gacu	dDocent_Contig_61319	dDocent_Contig_9303	6	21	1111539	2685221	1573682	8	15.92	21.96	6.04	262280	
dlab	dDocent_Contig_352629	dDocent_Contig_92932	2	2	24892950	24615040	277910	5	43.71	49.76	6.05	138955	
onil	dDocent_Contig_352629	dDocent_Contig_92932	2	2	7840067	7568918	271149	5	43.71	49.76	6.05	135575	
lcal	dDocent_Contig_352629	dDocent_Contig_92932	3	8	20176262	20433561	257299	5	43.71	49.76	6.05	85766	
trub	dDocent_Contig_352629	dDocent_Contig_92932	2	14	10593449	10778011	184562	5	43.71	49.76	6.05	92281	
tnig	dDocent_Contig_352629	dDocent_Contig_92932	2	20	1769177	1946774	177597	5	43.71	49.76	6.05	88799	
gacu	dDocent_Contig_27586	dDocent_Contig_340761	6	12	1614265	404556	1390347	23	21.57	27.48	6.07	231725	
dlab	dDocent_Contig_3588	dDocent_Contig_384346	7	14	4139274	7654517	3515243	9	9.83	15.93	6.1	502178	
trub	dDocent_Contig_62766	dDocent_Contig_119372	3	3	5629395	4222404	1406991	23	35.77	41.91	6.14	468997	
tnig	dDocent_Contig_327	dDocent_Contig_73664	4	2	19916181	20604867	688686	13	47.04	53.18	6.14	172172	
tnig	dDocent_Contig_12514	dDocent_Contig_24578	4	11	3437051	3881428	444377	1	33.64	39.79	6.15	111094	
dlab	dDocent_Contig_88256	dDocent_Contig_2154	4	10	2017840	3412974	1395134	10	6.46	12.64	6.18	348784	
dlab	dDocent_Contig_29317	dDocent_Contig_104597	9	19	8813717	11926103	3112386	14	13.92	20.14	6.22	345821	
lcal	dDocent_Contig_6004	dDocent_Contig_28007	10	24	8584834	10371745	1813799	8	27.54	33.78	6.24	181380	
gacu	dDocent_Contig_291619	dDocent_Contig_179549	2	11	13232362	13944037	711675	19	11.64	17.95	6.31	355838	
gacu	dDocent_Contig_49203	dDocent_Contig_55010	3	8	18267680	17159489	1108191	12	9.75	16.08	6.33	369397	
onil	dDocent_Contig_107634	dDocent_Contig_3663	4	22	12723480	11534577	1188903	22	38.58	44.95	6.37	297226	
lcal	dDocent_Contig_17369	dDocent_Contig_23502	6	5	16948299	15677406	1505705	4	30.16	36.55	6.39	250951	
dlab	dDocent_Contig_17369	dDocent_Contig_23502	5	7	15564646	16839235	1459118	4	30.16	36.55	6.39	291824	
gacu	dDocent_Contig_17369	dDocent_Contig_75370	3	9	17806681	17261294	545387	4	30.16	36.55	6.39	181796	
lcal	dDocent_Contig_223192	dDocent_Contig_2373	10	20	10765331	13818417	3053086	9	26.94	33.34	6.4	305309	
lcal	dDocent_Contig_30071	dDocent_Contig_243491	6	23	11720863	13394035	1962450	15	30.83	37.23	6.4	327075	
dlab	dDocent_Contig_30071	dDocent_Contig_6141	5	1B	9821984	10263598	731539	15	30.83	37.23	6.4	146308	
dlab	dDocent_Contig_79522	dDocent_Contig_7106	5	15	7538904	10197028	2658124	13	19.47	25.88	6.41	531625	
lcal	dDocent_Contig_79522	dDocent_Contig_7106	6	1	11887641	14340875	2453234	13	19.47	25.88	6.41	408872	
gacu	dDocent_Contig_79522	dDocent_Contig_159109	4	16	14359855	13214951	1336774	13	19.47	25.88	6.41	334194	
dlab	dDocent_Contig_5622	dDocent_Contig_284156	2	3	9565696	9188246	377450	17	32.08	38.5	6.42	188725	
dlab	dDocent_Contig_16583	dDocent_Contig_307315	4	18-21	16377547	15910220	467327	8	66.13	72.57	6.44	116832	
onil	dDocent_Contig_329035	dDocent_Contig_120015	2	13	23336710	23684207	347497	2	34.14	40.6	6.46	173749	
dlab	dDocent_Contig_14563	dDocent_Contig_2205	9	6	9026002	11782493	2756491	24	16.17	22.34	6.48	306277	
trub	dDocent_Contig_358491	dDocent_Contig_95836	4	10	5340504	6875167	1534663	8	42.71	49.2	6.49	383666	
tnig	dDocent_Contig_358491	dDocent_Contig_95836	3	6	4571981	6035141	1463160	8	42.71	49.2	6.49	487720	
trub	dDocent_Contig_61696	dDocent_Contig_22567	4	14	8720074	9416460	696386	5	33.66	40.17	6.51	174097	
tnig	dDocent_Contig_61696	dDocent_Contig_22567	4	1	4609855	5270421	660566	5	33.66	40.17	6.51	165142	
tnig	dDocent_Contig_374147	dDocent_Contig_36101	3	2	5492160	6593700	1101540	19	41.33	47.85	6.52	367180	
lcal	dDocent_Contig_41324	dDocent_Contig_379124	8	5	26276227	24357842	1918385	4	5.83	12.39	6.56	239798	
dlab	dDocent_Contig_41324	dDocent_Contig_379124	9	7	6254495	8139113	1884618	4	5.83	12.39	6.56	209402	
trub	dDocent_Contig_319453	dDocent_Contig_189129	2	1	1503727	1164387	339340	15	2.67	9.27	6.6	169670	
trub	dDocent_Contig_131719	dDocent_Contig_29779	3	9	13548474	13601092	138502	24	49.15	55.79	6.64	46167	
gacu	dDocent_Contig_264083	dDocent_Contig_30539	5	18	1713020	2128154	1144930	11	9.92	16.59	6.67	228986	
dlab	dDocent_Contig_8138	dDocent_Contig_6127	15	6	11891664	15348111	3456447	24	23	29.76	6.76	230430	
onil	dDocent_Contig_29172	dDocent_Contig_352570	7	13	11539897	13291262	1751365	2	10.23	16.99	6.76	250195	
dlab	dDocent_Contig_131719	dDocent_Contig_147850	6	6	20061960	20096510	1739824	24	49.15	55.79	6.79	289971	
lcal	dDocent_Contig_132541	dDocent_Contig_289693	8	5	14647038	11953867	3025646	4	37.63	44.17	6.85	378206	
tnig	dDocent_Contig_52023	dDocent_Contig_89624	4	9	9405550	8431836	1063514	23	10.6	17.45	6.85	265879	
onil	dDocent_Contig_5942	dDocent_Contig_134963	3	17	30223388	28548485	1674903	18	16.56	23.42	6.86	558301	
onil	dDocent_Contig_91723	dDocent_Contig_14368	4	17	1077026	2163802	1086776	12	46.39	53.27	6.88	271694	
dlab	dDocent_Contig_78100	dDocent_Contig_14368	4	4	6700302	5828704	995095	12	46.39	53.27	6.88	248774	
tnig	dDocent_Contig_22395	dDocent_Contig_21002	3	13	8509700	9035093	525393	24	37.15	44.06	6.91	175131	
gacu	dDocent_Contig_30705	dDocent_Contig_2335	3	5	5861836	7543666	1681830	15	51.8	58.76	6.96	560610	
onil	dDocent_Contig_19222	dDocent_Contig_88211	5	4	18932773	16289232	2643541	19	15.57	22.55	6.98	528708	
trub	dDocent_Contig_100040	dDocent_Contig_69792	2	16	8960274	7603378	1356896	11	42.78	49.89	7.11	678448	
dlab	dDocent_Contig_25887	dDocent_Contig_6029	2	1B	13025857	13041019	15162	15	9.57	16.68	7.11	7581	
tnig	dDocent_Contig_38328	dDocent_Contig_4687	4	11	9564189	6371390	3192799	1	19.82	26.99	7.17	798200	
dlab	dDocent_Contig_359111	dDocent_Contig_47042	9	7	10258647	14420587	4161940	4	21.45	28.63	7.18	462438	
onil	dDocent_Contig_26725	dDocent_Contig_119372	6	20	27510941	29874001	2363060	23	34.72	41.91	7.19	393843	
onil	dDocent_Contig_12730	dDocent_Contig_121057	8	7	15711973	18293196	2690518	14	14	21.36	7.36	336315	
trub	dDocent_Contig_2375	dDocent_Contig_89624	4	3	12844020	11626836	1307740	23	10.04	17.45	7.41	326935	
onil	dDocent_Contig_205530	dDocent_Contig_3534	3	22	20408673	20980161	1010368	22	27.27	34.71	7.44	336789	
dlab	dDocent_Contig_6590	dDocent_Contig_7027	5	1A	7197217	7885933	688716	1	1.54	8.98	7.44	137743	
gacu	dDocent_Contig_266483	dDocent_Contig_77672	3	2	374617	5559738	5185121	20	10.92	18.22	7.45	1728374	
dlab	dDocent_Contig_261651	dDocent_Contig_11636	5	5	605718	3221492	2615774	20	10.92	18.37	7.45	523155	
tnig	dDocent_Contig_16668	dDocent_Contig_34141	3	1	12939064	14384856	1445792	12	14.82	22.33	7.51	481931	
lcal	dDocent_Contig_35440	dDocent_Contig_175067	6	19	20453238	22408876	1955638	7	42.03	49.56	7.53	325940	
trub	dDocent_Contig_275327	dDocent_Contig_2335	3	1	5752428	5910880	393003	15	51.18	58.76	7.58	131001	
dlab	dDocent_Contig_52394	dDocent_Contig_87984	5	8	13336920	10742439	2594481	19	13.83	21.54	7.71	518896	
gacu	dDocent_Contig_79551	dDocent_Contig_2478	2	5	8881935	7981525	900410	15	24.12	31.86	7.74	450205	
lcal	dDocent_Contig_38328	dDocent_Contig_158022	9	12	19699483	23856950	4157467	1	19.82	27.61	7.79	461941	
onil	dDocent_Contig_24561	dDocent_Contig_225051	6	14	8761291	10882946	2121655	3	27.55	35.45	7.9	353609	
lcal	dDocent_Contig_477	dDocent_Contig_166423	4	6	3657851	1953303	1704548	23	56.12	64.09	7.97	426137	
onil	dDocent_Contig_221136	dDocent_Contig_1254	4	2	3534482	1767123	1767359	5	58.67	66.74	8.07	441840	
lcal	dDocent_Contig_220734	dDocent_Contig_6727	3	24	5156753	4299847	856906	8	2.39	10.5	8.11	285635	
onil	dDocent_Contig_193448	dDocent_Contig_142757	6	12	25627602	27935334	2307732	6	50.31	58.43	8.12	384622	
tnig	dDocent_Contig_255823	dDocent_Contig_116082	3	14	6983115	5510044	1473071	11	25.25	33.37	8.12	491024	
dlab	dDocent_Contig_35440	dDocent_Contig_183092	6	12	20182815	22062486	1943989	7	42.03	50.27	8.24	323998	
gacu	dDocent_Contig_6477	dDocent_Contig_30406	2	7	25883255	25514948	368307	9	54.19	62.43	8.24	184154	
lcal	dDocent_Contig_245481	dDocent_Contig_307315	7	24	18290068	18623039	1223157	8	64.23	72.57	8.34	174737	
trub	dDocent_Contig_37175	dDocent_Contig_23884	3	21	11048146	11676723	628577	6	53.49	61.84	8.35	209526	
gacu	dDocent_Contig_161221	dDocent_Contig_92932	3	4	1214930	2083189	868259	5	41.29	49.76	8.47	289420	
gacu	dDocent_Contig_30071	dDocent_Contig_360249	4	5	469796	1779263	1535479	15	30.83	39.31	8.48	383870	
lcal	dDocent_Contig_22395	dDocent_Contig_324047	7	10	5634753	6204563	1584461	24	37.15	45.76	8.61	226352	
trub	dDocent_Contig_22395	dDocent_Contig_324047	5	9	9600078	9940355	628878	24	37.15	45.76	8.61	125776	
dlab	dDocent_Contig_112373	dDocent_Contig_23556	4	13	8422194	6205428	2216766	3	39.8	48.6	8.8	554192	
tnig	dDocent_Contig_86305	dDocent_Contig_13865	8	5	4561818	7831922	3272631	20	30.33	39.29	8.96	409079	
lcal	dDocent_Contig_31238	dDocent_Contig_23884	7	13	1896442	740751	1155691	6	52.87	61.84	8.97	165099	
lcal	dDocent_Contig_25887	dDocent_Contig_50732	4	23	5544303	5232415	443624	15	9.57	18.54	8.97	110906	
onil	dDocent_Contig_6004	dDocent_Contig_8327	14	9	7235130	10233884	3143803	8	27.54	36.52	8.98	224557	
trub	dDocent_Contig_43813	dDocent_Contig_276335	2	16	9168446	10187393	1018947	11	49.89	58.94	9.05	509474	
lcal	dDocent_Contig_34060	dDocent_Contig_13350	4	4	23957559	23022851	1286505	10	2.14	11.28	9.14	321626	
gacu	dDocent_Contig_91723	dDocent_Contig_7350	6	8	7987346	7192776	794570	12	46.39	55.58	9.19	132428	
dlab	dDocent_Contig_147070	dDocent_Contig_27373	11	15	13575406	17157944	3582538	13	31.6	40.58	9.23	325685	
gacu	dDocent_Contig_189129	dDocent_Contig_50732	3	5	4337143	3225015	1112128	15	9.27	18.54	9.27	370709	
gacu	dDocent_Contig_276420	dDocent_Contig_22567	7	4	5986313	7920980	1934667	5	30.83	40.17	9.34	276381	
gacu	dDocent_Contig_128509	dDocent_Contig_11122	2	4	23672381	25753845	2081464	18	1.34	10.72	9.38	1040732	
trub	dDocent_Contig_9237	dDocent_Contig_378878	2	7	2368045	3765883	1397838	16	58.84	68.23	9.39	698919	
dlab	dDocent_Contig_40650	dDocent_Contig_1580	5	16	2481924	3280016	852565	16	58.84	68.23	9.39	170513	
trub	dDocent_Contig_139762	dDocent_Contig_1291	7	19	3903945	7012772	3108827	1	21.36	30.97	9.61	444118	
dlab	dDocent_Contig_95624	dDocent_Contig_42	2	5	22000615	22445539	444924	20	56.37	65.98	9.61	222462	
trub	dDocent_Contig_247362	dDocent_Contig_56244	5	6	6125211	4963450	1161761	14	0.16	9.9	9.74	232352	
dlab	dDocent_Contig_13907	dDocent_Contig_33242	6	22-25	5426281	6395849	1072607	23	12.09	21.93	9.84	178768	
onil	dDocent_Contig_9859	dDocent_Contig_64197	12	13	15198579	21018949	5820370	2	18.65	28.51	9.86	485031	
trub	dDocent_Contig_2844	dDocent_Contig_87984	3	5	11177268	8532693	2644575	19	11.48	21.54	10.06	881525	
onil	dDocent_Contig_5622	dDocent_Contig_26251	2	3	10617225	12417544	1800319	17	32.08	42.22	10.14	900160	
gacu	dDocent_Contig_326304	dDocent_Contig_307315	3	21	11055096	11509250	454154	8	62.35	72.57	10.22	151385	
gacu	dDocent_Contig_4899	dDocent_Contig_28238	7	7	15451285	17863526	2412241	9	18.42	28.97	10.55	344606	
onil	dDocent_Contig_88256	dDocent_Contig_64895	6	18	53818	3074434	3020616	10	6.46	17.16	10.7	503436	
trub	dDocent_Contig_52450	dDocent_Contig_34141	4	20	2934312	5551881	2617569	12	11.49	22.33	10.84	654392	
tnig	dDocent_Contig_56197	dDocent_Contig_19641	3	10	11402519	12237630	835111	7	32.47	43.44	10.97	278370	
tnig	dDocent_Contig_68700	dDocent_Contig_288155	6	6	1425864	2667596	1241732	8	22.73	33.78	11.05	206955	
lcal	dDocent_Contig_2844	dDocent_Contig_13244	10	11	3294770	8896844	5703811	19	11.48	22.55	11.07	570381	
onil	dDocent_Contig_51600	dDocent_Contig_307315	4	9	19435644	20727810	1292166	8	61.35	72.57	11.22	323042	
onil	dDocent_Contig_182167	dDocent_Contig_48707	2	3	13197008	12596237	600771	17	46.54	57.78	11.24	300386	
tnig	dDocent_Contig_17099	dDocent_Contig_28840	8	17	999658	4647985	3648327	2	13	24.41	11.41	456041	
tnig	dDocent_Contig_241945	dDocent_Contig_27826	4	21	2094601	2125081	71517	22	47.96	59.13	11.5	17879	
onil	dDocent_Contig_62600	dDocent_Contig_1101	8	19	2411329	5542663	3131334	7	18.25	29.95	11.7	391417	
gacu	dDocent_Contig_62600	dDocent_Contig_1101	9	15	6135771	8786829	2653237	7	18.25	29.95	11.7	294804	
tnig	dDocent_Contig_48412	dDocent_Contig_1101	6	10	6430791	8538130	2107339	7	18.25	29.95	11.7	351223	
gacu	dDocent_Contig_134963	dDocent_Contig_29128	7	4	20820152	18215334	2604818	18	23.42	35.19	11.77	372117	
trub	dDocent_Contig_4651	dDocent_Contig_5320	5	14	7706811	5733476	2006442	5	10.88	22.92	12.04	401288	
gacu	dDocent_Contig_3889	dDocent_Contig_293918	3	13	18167458	19097022	929564	6	55.65	67.72	12.07	309855	
tnig	dDocent_Contig_3889	dDocent_Contig_293918	3	12	4473741	3828618	819810	6	55.65	67.72	12.07	273270	
lcal	dDocent_Contig_6590	dDocent_Contig_164687	13	12	13426498	16038920	2655495	1	1.54	13.88	12.34	204269	
onil	dDocent_Contig_61954	dDocent_Contig_30705	3	8	12004227	8028649	4054220	15	39.39	51.8	12.41	1351407	
tnig	dDocent_Contig_128151	dDocent_Contig_84748	4	2	218798	845218	626420	15	3.96	16.55	12.59	156605	
lcal	dDocent_Contig_11136	dDocent_Contig_95051	6	23	593325	714263	713715	15	60.77	73.68	12.91	118953	
onil	dDocent_Contig_23830	dDocent_Contig_22346	7	18	4008662	8770779	5106762	10	19.57	32.54	12.97	729537	
lcal	dDocent_Contig_91723	dDocent_Contig_22902	8	17	20683030	22692401	2009371	12	46.39	59.39	13	251171	
onil	dDocent_Contig_6590	dDocent_Contig_23083	14	5	8687776	12542274	4143922	1	1.54	14.56	13.02	295994	
lcal	dDocent_Contig_172365	dDocent_Contig_283055	3	21	22543664	27553042	5009378	3	43.48	56.57	13.09	1669793	
tnig	dDocent_Contig_31830	dDocent_Contig_128759	2	6	6956438	6409360	547078	8	51.54	64.69	13.15	273539	
dlab	dDocent_Contig_15823	dDocent_Contig_6154	10	7	17527462	22570086	5042624	4	37.32	50.65	13.33	504262	
tnig	dDocent_Contig_176684	dDocent_Contig_37671	5	2	12840784	10211263	2629521	13	32.31	45.8	13.49	525904	
dlab	dDocent_Contig_312955	dDocent_Contig_142757	12	20	13171805	17961644	4789839	6	44.9	58.43	13.53	399153	
tnig	dDocent_Contig_7358	dDocent_Contig_21444	2	18	1482838	1350682	132156	4	4.9	18.58	13.68	66078	
tnig	dDocent_Contig_21593	dDocent_Contig_18354	5	21	5824042	4694817	1129225	22	8.34	22.06	13.72	225845	
trub	dDocent_Contig_13393	dDocent_Contig_137743	2	5	3655225	1432154	2223071	19	37.71	51.67	13.96	1111536	
lcal	dDocent_Contig_257318	dDocent_Contig_3150	20	17	14451506	20225763	5820610	12	30.94	45.06	14.12	291031	
onil	dDocent_Contig_114253	dDocent_Contig_78321	2	10	13672296	13499337	172959	9	64.32	78.52	14.2	86480	
dlab	dDocent_Contig_114253	dDocent_Contig_78321	2	14	24802501	24668176	134325	9	64.32	78.52	14.2	67163	
lcal	dDocent_Contig_114253	dDocent_Contig_78321	2	20	2667142	2546862	120280	9	64.32	78.52	14.2	60140	
lcal	dDocent_Contig_698	dDocent_Contig_73723	12	8	5995415	8626264	2675629	5	8.41	22.92	14.51	222969	
onil	dDocent_Contig_21452	dDocent_Contig_25572	7	8	16701390	17567636	919247	15	22.58	37.23	14.65	131321	
trub	dDocent_Contig_4899	dDocent_Contig_333677	7	15	7420770	10711919	3291149	9	18.42	33.15	14.73	470164	
gacu	dDocent_Contig_20418	dDocent_Contig_68707	9	1	5829063	2392217	3923058	3	25.53	40.8	15.27	435895	
trub	dDocent_Contig_5372	dDocent_Contig_265782	4	18	7803365	6680571	1224644	18	18.01	33.44	15.43	306161	
gacu	dDocent_Contig_8940	dDocent_Contig_345077	8	7	8150084	5945941	2429333	17	14.31	30.42	16.24	303667	
tnig	dDocent_Contig_247362	dDocent_Contig_301600	6	4	4076476	6697875	2848897	14	0.16	16.82	16.66	474816	
dlab	dDocent_Contig_31792	dDocent_Contig_116082	24	17	4429500	10876709	6447209	11	16.59	33.37	16.78	268634	
trub	dDocent_Contig_30539	dDocent_Contig_116082	7	16	2609968	6039666	3429698	11	16.59	33.37	16.78	489957	
gacu	dDocent_Contig_56244	dDocent_Contig_10950	11	14	1916332	7024752	5108420	14	9.9	26.87	16.97	464402	
gacu	dDocent_Contig_4245	dDocent_Contig_165225	4	4	30894759	31985029	1090270	18	52.28	69.38	17.1	272568	
trub	dDocent_Contig_68790	dDocent_Contig_22346	6	22	10685421	7561587	3168650	10	14.7	32.54	17.84	528108	
trub	dDocent_Contig_56128	dDocent_Contig_137371	15	1	19122820	13747523	5375297	13	16.56	34.63	18.07	358353	
tnig	dDocent_Contig_2844	dDocent_Contig_3962	6	3	14234251	8629016	5629577	19	11.48	30.14	18.66	938263	
onil	dDocent_Contig_28577	dDocent_Contig_74363	15	15	22196656	14463461	7896096	11	22.06	41.75	19.69	526406	
onil	dDocent_Contig_159654	dDocent_Contig_7736	6	3	588669	5519194	4930525	17	2	21.77	19.77	821754	
lcal	dDocent_Contig_1531	dDocent_Contig_16374	20	3	4867024	12333914	7478383	22	19.37	40	20.63	373919	
tnig	dDocent_Contig_11122	dDocent_Contig_265782	8	19	6909144	4774407	2237232	18	10.72	33.44	22.72	279654	
tnig	dDocent_Contig_108413	dDocent_Contig_56302	11	2	19041011	13297953	5796749	13	8.69	31.6	22.91	526977	
tnig	dDocent_Contig_10383	dDocent_Contig_40313	5	7	9967299	11169484	1431754	9	40.85	64.01	23.16	286351	
trub	dDocent_Contig_34420	dDocent_Contig_169586	7	12	6068829	2967379	3101450	22	10.49	34.31	23.82	443064	
tnig	dDocent_Contig_74001	dDocent_Contig_7350	7	1	17159881	20905506	3745625	12	32.17	55.58	24.03	535089	
trub	dDocent_Contig_74001	dDocent_Contig_7350	10	20	8607889	11985177	3377288	12	32.17	55.58	24.03	337729	
dlab	dDocent_Contig_1531	dDocent_Contig_3663	19	9	6947720	14595381	7647661	22	19.37	44.95	25.58	402508	
tnig	dDocent_Contig_19061	dDocent_Contig_13302	3	2	7890006	7351534	538472	15	20.52	47.65	27.13	179491	
trub	dDocent_Contig_13237	dDocent_Contig_392531	4	8	14082422	11437932	2644490	17	28.87	59.72	30.85	661123	
