locus,map_chr,map_prop,map_pos,dlab_chr,dlab_prop,dlab_pos,poli_chr,poli_prop,poli_pos,gacu_chr,gacu_prop,gacu_pos,lcal_chr,lcal_prop,lcal_pos,trub_chr,trub_prop,trub_pos,tnig_chr,tnig_prop,tnig_pos,csem_chr,csem_prop,csem_pos,onil_chr,onil_prop,onil_pos,
dDocent_Contig_149738,13,0.022,1.4,15,0.044,1137068,15,0.632,15041257,16,0.076,1374603,1,0.311,7981137,,,,2,0.989,21357378,,,,16,0.661,23064042,
dDocent_Contig_114867,11,0.896,59.11,,,,2,0.951,19479118,,,,,,,,,,,,,,,,,,,
dDocent_Contig_34141,12,0.315,22.33,4,0.610,16806122,23,0.152,4468800,8,0.789,15284958,17,0.388,10744997,20,0.414,5551881,1,0.626,14384856,,,,23,0.890,18493421,
dDocent_Contig_263885,7,0.104,5.97,,,,8,0.302,4936938,,,,,,,,,,,,,,,,,,,
dDocent_Contig_23190,5,0.953,63.6,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_206778,19,0.525,30.45,,,,10,0.307,6716341,,,,,,,,,,,,,,,,,,,
dDocent_Contig_244551,9,0.274,21.55,14,0.368,10437490,20,0.718,16462847,,,,20,0.418,9927085,15,0.678,7812658,7,0.632,7392409,,,,10,0.377,6439054,
dDocent_Contig_377178,5,0.842,56.19,2,0.883,23154960,12,0.186,4771831,4,0.093,3024598,8,0.846,21916557,,,,,,,15,0.329,6608967,,,,
dDocent_Contig_299049,22,0.246,18.7,,,,22,0.786,15709687,,,,,,,,,,,,,,,,,,,
dDocent_Contig_19137,11,0.018,1.16,,,,2,0.282,5786298,,,,,,,,,,,,,,,,,,,
dDocent_Contig_5435,24,0.429,27.75,6,0.484,13649071,19,0.436,11498194,,,,10,0.358,9993261,,,,,,,,,,,,,
dDocent_Contig_99272,8,0.303,21.96,,,,18,0.052,1005817,,,,,,,,,,,,,,,,,,,
dDocent_Contig_15647,14,0.081,4.33,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_106000,9,0.717,56.27,14,0.858,24356085,20,0.121,2773544,,,,20,0.066,1579598,,,,,,,,,,,,,
dDocent_Contig_42789,7,0.155,8.83,12,0.368,8557856,8,0.239,3902856,,,,19,0.361,8851937,2,0.777,8866642,,,,1,0.092,3177521,19,0.633,17187020,
dDocent_Contig_322069,14,0.688,36.62,,,,13,0.905,17899133,,,,,,,,,,,,,,,,,,,
dDocent_Contig_19422,9,0.235,18.42,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_13707,12,0.209,14.82,,,,24,0.455,10376305,,,,,,,,,,,,,,,,,,,
dDocent_Contig_42515,21,0.684,44.03,24,0.579,8057559,14,0.231,2572206,,,,7_2,0.691,9610773,,,,,,,,,,,,,
dDocent_Contig_12922,3,0.261,17.75,13,0.678,18728537,21,0.714,18078739,1,0.362,10198055,21,0.475,13613456,11,0.465,5225179,16,0.239,2159450,,,,14,0.538,18393064,
dDocent_Contig_93835,11,0.383,25.25,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_52068,20,0.260,18.22,5,0.030,992815,7,0.311,9193696,,,,2,0.558,16949118,,,,,,,,,,,,,
dDocent_Contig_12711,6,0.509,36.17,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_13669,19,0.633,36.73,,,,10,0.218,4773200,,,,,,,,,,,,,,,,,,,
dDocent_Contig_74233,12,0.272,19.27,4,0.673,18561326,24,0.394,8989700,,,,17,0.324,8973851,,,,,,,2,0.725,14538253,,,,
dDocent_Contig_161221,5,0.619,41.29,2,0.991,25989800,12,0.394,10134592,4,0.037,1214930,8,0.737,19115925,,,,,,,15,0.160,3207845,,,,
dDocent_Contig_40681,5,0.842,56.19,2,0.888,23271333,12,0.182,4679910,4,0.090,2952317,8,0.839,21743987,,,,,,,,,,,,,
dDocent_Contig_3906,5,0.842,56.19,,,,12,0.137,3529418,,,,,,,,,,,,,,,,,,,
dDocent_Contig_118755,10,0.935,61.58,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_76476,10,1.000,65.87,,,,11,0.638,14515682,,,,4,0.011,292099,,,,,,,,,,18,0.996,26092107,
dDocent_Contig_108428,4,0.686,52.32,,,,5,0.284,7332034,,,,,,,,,,,,,,,,,,,
dDocent_Contig_207044,3,0.083,5.66,13,0.917,25321518,21,0.888,22464312,1,0.548,15442339,21,0.708,20299064,11,0.728,8184168,16,0.579,5228395,4,0.466,9329873,14,0.805,27528680,
dDocent_Contig_116062,9,0.235,18.42,,,,20,0.796,18253171,,,,,,,,,,,,,,,,,,,
dDocent_Contig_109626,3,0.362,24.6,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_91748,22,0.474,35.97,,,,22,0.554,11069989,,,,,,,,,,,,,,,,,,,
dDocent_Contig_210753,18,0.763,54.58,x,0.729,12964647,16,0.091,1569361,,,,18,0.453,8687057,,,,,,,,,,,,,
dDocent_Contig_69902,16,0.572,39.01,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_37926,18,0.726,51.93,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_7808,12,0.313,22.18,4,0.643,17733248,,,,,,,17,0.356,9864610,,,,,,,2,0.883,17697516,23,0.461,9577804,
dDocent_Contig_6029,15,0.224,16.68,1B,0.725,13041019,4,0.407,7730892,,,,23,0.304,5530513,,,,,,,8,0.215,6487000,,,,
dDocent_Contig_31126,17,0.261,15.86,3,0.112,1510356,9,0.160,2376219,,,,14,0.103,1444709,,,,,,,,,,,,,
dDocent_Contig_18567,16,0.117,7.96,16,0.877,22633883,6,0.715,17614262,20,0.123,2431730,15,0.522,16062896,7,0.314,4490008,,,,13,0.916,20088645,11,0.118,3941910,
dDocent_Contig_10383,9,0.520,40.85,14,0.684,19430885,20,0.294,6742854,7,0.823,22997931,20,0.792,18810762,15,0.153,1762844,7,0.852,9967299,19,0.145,2581756,,,,
dDocent_Contig_1425,20,0.433,30.33,,,,7,0.121,3590279,,,,,,,,,,,,,,,,,,,
dDocent_Contig_129491,13,0.068,4.36,,,,15,0.261,6215108,,,,,,,,,,,,,,,,,,,
dDocent_Contig_4687,1,0.412,26.99,,,,1,0.044,1221253,,,,12,0.846,23543575,19,0.391,5541140,11,0.533,6371390,11,0.115,2351249,,,,
dDocent_Contig_5867,2,0.049,2.78,,,,3,0.080,1863678,,,,,,,,,,,,,,,,,,,
dDocent_Contig_75370,4,0.479,36.55,7,0.523,14882042,5,0.331,8548958,9,0.852,17261294,5,0.610,17658650,,,,,,,9,0.297,5824571,6,0.562,20653424,
dDocent_Contig_78100,12,0.655,46.39,4,0.243,6700302,24,0.245,5579995,8,0.408,7909083,17,0.752,20806067,20,0.852,11423035,,,,2,0.303,6082058,17,0.038,1209368,
dDocent_Contig_90331,20,0.971,67.95,,,,7,0.956,28260502,,,,2,0.450,13673036,,,,,,,,,,,,,
dDocent_Contig_16259,12,0.895,63.35,,,,24,0.880,20074896,,,,,,,,,,,,,,,,,,,
dDocent_Contig_28238,9,0.369,28.97,14,0.449,12753971,20,0.618,14168414,7,0.639,17863526,20,0.511,12127070,15,0.816,9395507,7,0.498,5822382,19,0.774,13739535,10,0.499,8528556,
dDocent_Contig_26256,23,0.681,44.58,,,,,,,,,,17,0.793,21951043,,,,,,,,,,,,,
dDocent_Contig_16230,2,0.590,33.22,,,,3,0.950,22049318,,,,16-22,0.397,10273444,,,,,,,,,,,,,
dDocent_Contig_79022,3,0.830,56.41,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_31027,19,0.712,41.33,8,0.030,691145,10,0.168,3676282,,,,11,0.746,17386343,,,,,,,,,,,,,
dDocent_Contig_54112,14,0.204,10.83,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_52023,23,0.162,10.6,22-25,0.143,3771603,17,0.715,18013159,12,0.761,14007182,6,0.806,22513525,,,,9,0.891,9405550,10,0.744,15633550,20,0.240,7564443,
dDocent_Contig_69859,13,0.937,60.31,15,0.918,23479686,15,0.096,2287761,,,,1,0.164,4223023,,,,,,,,,,,,,
dDocent_Contig_3588,9,0.125,9.83,14,0.146,4139274,20,0.985,22564874,,,,,,,,,,,,,,,,,,,
dDocent_Contig_29636,11,0.251,16.59,17,0.234,5355473,2,0.090,1838234,,,,7_1,0.753,17522860,,,,,,,,,,15,0.907,24199965,
dDocent_Contig_17439,1,1.000,65.46,,,,1,0.747,20775856,,,,12,0.974,27124299,,,,,,,,,,,,,
dDocent_Contig_95996,20,0.433,30.33,5,0.389,12685710,7,0.146,4325724,2,0.518,12072834,2,0.938,28516864,13,0.974,16518687,5,0.367,4909314,5,0.736,14195979,1,0.443,13823737,
dDocent_Contig_112677,9,0.132,10.33,14,0.217,6162138,20,0.904,20716271,,,,20,0.248,5890622,,,,,,,19,0.324,5750837,,,,
dDocent_Contig_374350,8,0.028,2.04,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_95057,12,0.489,34.65,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_66601,7,0.175,10,12,0.396,9199720,8,0.927,15177196,15,0.165,2677510,19,0.389,9549492,2,0.738,8418813,10,0.327,4335812,1,0.102,3538561,19,0.728,19761143,
dDocent_Contig_17099,2,0.231,13,11,0.125,3264090,3,0.261,6058670,6,0.171,2921504,16-22,0.080,2080385,4,0.114,1568841,17,0.082,999658,12,0.582,10712614,13,0.367,12024792,
dDocent_Contig_397821,12,0.982,69.55,,,,24,0.982,22384812,,,,,,,,,,,,,,,,,,,
dDocent_Contig_60978,7,0.678,38.74,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_43242,2,0.326,18.34,11,0.213,5589322,3,0.669,15522224,6,0.302,5167110,16-22,0.147,3801344,4,0.999,13804904,17,0.188,2284800,12,0.720,13244714,13,0.431,14134401,
dDocent_Contig_1519,10,0.145,9.56,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_109381,4,0.673,51.32,,,,5,0.273,7064653,,,,,,,,,,,,,,,,,,,
dDocent_Contig_3380,16,0.168,11.49,16,0.728,18795105,,,,,,,,,,7,0.470,6719306,8,0.226,2378878,,,,,,,
dDocent_Contig_123429,12,0.719,50.9,4,0.228,6293906,24,0.260,5932770,8,0.393,7603164,17,0.766,21193645,,,,,,,2,0.320,6417516,17,0.052,1651435,
dDocent_Contig_99681,4,0.158,12.08,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_77513,4,0.860,65.61,,,,5,0.985,25460481,,,,,,,,,,,,,,,,,,,
dDocent_Contig_51356,3,0.053,3.59,13,0.684,18894957,,,,,,,,,,11,0.473,5318653,16,0.249,2251453,,,,14,0.533,18216106,
dDocent_Contig_226704,11,0.384,25.33,17,0.352,8061198,2,0.220,4497852,,,,7_1,0.641,14916372,,,,,,,,,,,,,
dDocent_Contig_68563,7,1.000,57.13,,,,8,0.150,2459867,,,,,,,,,,,,,,,,,,,
dDocent_Contig_5926,17,0.475,28.87,,,,9,0.377,5601405,,,,15,0.648,19957702,,,,,,,,,,,,,
dDocent_Contig_103327,9,0.132,10.33,14,0.196,5572904,20,0.926,21227042,,,,,,,,,,,,,,,,,,,
dDocent_Contig_18146,10,0.740,48.72,,,,11,0.989,22526528,,,,,,,,,,,,,,,,,,,
dDocent_Contig_163382,20,0.258,18.06,,,,7,0.337,9947926,,,,,,,,,,,,,,,,,,,
dDocent_Contig_163160,18,0.467,33.44,x,0.522,9273198,16,0.539,9253187,,,,18,0.084,1611588,,,,,,,,,,,,,
dDocent_Contig_21399,2,0.967,54.47,,,,3,0.447,10380470,,,,,,,,,,,,,,,,,,,
dDocent_Contig_35494,14,0.000,0,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_143631,6,0.047,3.34,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_29138,1,0.769,50.34,1A,0.885,25702940,1,0.862,23971026,17,0.118,1719655,12,0.179,4992704,19,0.013,181228,,,,11,0.655,13454256,5,0.584,21823945,
dDocent_Contig_18304,1,0.473,30.97,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_199454,2,0.198,11.14,11,0.088,2317679,3,0.201,4660255,6,0.104,1783168,16-22,0.035,892693,,,,,,,,,,,,,
dDocent_Contig_261651,20,0.156,10.92,5,0.019,605718,7,0.283,8365117,,,,2,0.506,15379485,,,,,,,,,,,,,
dDocent_Contig_236367,11,0.127,8.38,,,,2,0.280,5746870,,,,,,,,,,,,,,,,,,,
dDocent_Contig_4389,12,0.145,10.25,4,0.768,21181422,24,0.512,11666315,,,,17,0.223,6173020,20,0.198,2656268,1,0.509,11698394,2,0.475,9531353,23,0.601,12488084,
dDocent_Contig_13930,23,0.898,58.74,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_20666,24,0.760,49.15,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_29808,6,0.417,29.6,,,,23,0.565,16547329,,,,,,,,,,,,,,,,,,,
dDocent_Contig_65087,11,0.694,45.77,,,,2,0.508,10402449,,,,7_1,0.393,9147158,,,,,,,,,,,,,
dDocent_Contig_61474,5,0.012,0.770000000000002,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_117913,7,0.246,14.05,12,0.442,10275171,8,0.858,14047154,15,0.284,4607757,19,0.433,10622479,2,0.671,7657246,10,0.385,5112589,,,,19,0.006,168162,
dDocent_Contig_40269,12,0.214,15.16,4,0.712,19629406,24,0.442,10079896,,,,17,0.279,7712356,,,,,,,,,,,,,
dDocent_Contig_243672,17,0.062,3.74,3,0.142,1914958,9,0.067,998837,,,,14,0.128,1797825,,,,,,,1,0.628,21671454,,,,
dDocent_Contig_103393,2,0.182,10.23,11,0.101,2652031,3,0.216,5023131,,,,,,,,,,,,,,,,,,,
dDocent_Contig_19111,1,0.412,26.99,,,,,,,19,0.760,15391232,,,,,,,,,,,,,,,,
dDocent_Contig_12831,16,0.361,24.62,,,,6,0.261,6436699,,,,,,,,,,,,,,,,,,,
dDocent_Contig_53447,16,1.000,68.23,16,0.129,3334489,6,0.368,9069131,,,,15,0.177,5457428,,,,,,,,,,11,0.953,31864309,
dDocent_Contig_1301,10,0.627,41.28,,,,11,0.863,19648019,,,,,,,,,,,,,,,,,,,
dDocent_Contig_25572,15,0.501,37.23,1B,0.550,9903069,4,0.242,4597841,5,0.043,527760,23,0.649,11799750,,,,,,,8,0.288,8686862,8,0.597,17567636,
dDocent_Contig_361265,7,0.424,24.2,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_15457,12,0.147,10.41,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_330898,20,0.276,19.33,,,,7,0.392,11575149,,,,,,,,,,14,0.122,1254806,5,0.843,16252695,,,,
dDocent_Contig_42055,20,0.535,37.44,5,0.524,17079129,7,0.694,20516234,,,,2,0.110,3350361,,,,,,,,,,1,0.291,9080939,
dDocent_Contig_75562,17,0.814,49.5,,,,9,0.794,11800913,7,0.091,2555772,14,0.498,7007790,,,,,,,,,,,,,
dDocent_Contig_44547,5,0.384,25.61,2,0.262,6876873,12,0.834,21427262,,,,8,0.524,13594694,,,,,,,15,0.351,7058794,2,0.617,15450509,
dDocent_Contig_156883,22,0.267,20.3,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_27437,10,0.537,35.39,10,0.555,13344322,11,0.591,13457555,3,0.058,972115,4,0.466,11890614,,,,15,0.925,6768642,20,0.520,7926213,18,0.451,11818811,
dDocent_Contig_15689,21,0.524,33.72,,,,14,0.393,4377467,,,,7_2,0.895,12455983,,,,,,,,,,,,,
dDocent_Contig_9971,18,0.763,54.58,x,0.732,13011250,16,0.089,1529025,4,0.950,31012743,18,0.455,8731297,18,0.464,3737314,,,,,,,17,0.611,19388193,
dDocent_Contig_19264,24,0.228,14.77,,,,19,0.359,9472208,,,,,,,,,,,,,,,,,,,
dDocent_Contig_98695,8,0.243,17.62,,,,18,0.572,11104465,,,,,,,,,,,,,,,,,,,
dDocent_Contig_9496,22,0.755,57.33,9,0.861,19245221,22,0.198,3962406,,,,3,0.720,16918883,,,,,,,18,0.212,3219418,22,0.148,3896120,
dDocent_Contig_32565,14,0.950,50.54,,,,13,0.934,18471444,,,,9,0.074,1702805,,,,,,,,,,,,,
dDocent_Contig_355,2,0.857,48.23,11,0.672,17618487,3,0.516,11969636,6,0.965,16478507,16-22,0.604,15602080,4,0.391,5405032,17,0.859,10419642,12,0.021,387095,13,0.018,575898,
dDocent_Contig_279748,21,0.651,41.91,,,,,,,1,0.957,26981449,,,,,,,3,0.485,7506406,14,0.393,11338630,,,,
dDocent_Contig_29213,8,0.033,2.42,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_78059,8,0.315,22.89,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_78148,16,1.000,68.23,,,,6,0.362,8922779,,,,15,0.183,5633777,,,,,,,,,,,,,
dDocent_Contig_14672,13,0.337,21.68,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_5587,9,0.662,52.01,,,,20,0.416,9542956,,,,,,,,,,,,,,,,,,,
dDocent_Contig_5138,23,0.324,21.2,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_10400,10,0.541,35.61,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_192303,20,0.472,33.01,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_19697,11,0.899,59.28,,,,2,0.834,17077857,,,,,,,,,,,,,,,,,,,
dDocent_Contig_57412,17,0.248,15.05,,,,9,0.499,7416818,,,,,,,,,,,,,,,,,,,
dDocent_Contig_119334,12,0.377,26.72,4,0.514,14178319,23,0.066,1931184,,,,17,0.483,13364961,,,,,,,,,,,,,
dDocent_Contig_22806,20,0.262,18.37,,,,,,,,,,2,0.617,18754763,,,,,,,,,,,,,
dDocent_Contig_22858,20,0.472,33.01,5,0.446,14547183,7,0.223,6575776,,,,2,0.024,717445,,,,,,,,,,,,,
dDocent_Contig_60730,21,0.824,53.02,,,,14,0.941,10491906,,,,,,,,,,,,,,,,,,,
dDocent_Contig_36728,10,0.010,0.670000000000002,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_7766,3,0.406,27.55,13,0.463,12786113,21,0.493,12471302,1,0.207,5848306,21,0.271,7760389,,,,,,,4,0.987,19747051,14,0.218,7460512,
dDocent_Contig_372229,3,0.316,21.49,,,,21,0.634,16035719,,,,21,0.399,11432566,,,,,,,,,,,,,
dDocent_Contig_41980,6,0.093,6.58,20,0.841,23892249,23,0.823,24116775,13,0.822,16500395,13,0.730,19878554,21,0.369,5497302,12,0.923,11654519,Z,0.105,2309418,12,0.127,4407051,
dDocent_Contig_267577,17,0.436,26.51,3,0.538,7235717,9,0.322,4791875,7,0.244,6812612,15,0.623,19161170,8,0.992,14574383,,,,1,0.900,31074654,3,0.404,7800520,
dDocent_Contig_62716,3,0.055,3.76,,,,21,0.968,24486727,,,,,,,,,,,,,,,,,,,
dDocent_Contig_13865,20,0.561,39.29,5,0.543,17709977,7,0.675,19936049,2,0.357,8326971,2,0.129,3928334,13,0.795,13472819,5,0.585,7831922,5,0.186,3586579,1,0.263,8209792,
dDocent_Contig_33597,23,0.526,34.45,,,,17,0.894,22527401,,,,,,,,,,,,,,,,,,,
dDocent_Contig_9265,16,0.862,58.84,16,0.025,633253,6,0.533,13121595,20,0.830,16369171,15,0.093,2862281,7,0.292,4172642,,,,13,0.662,14514296,,,,
dDocent_Contig_40296,14,0.700,37.22,,,,13,0.777,15374967,,,,,,,,,,,,,,,,,,,
dDocent_Contig_8489,17,0.067,4.05,3,0.204,2745613,9,0.223,3309685,,,,14,0.184,2583822,,,,,,,1,0.796,27470798,,,,
dDocent_Contig_141300,16,0.352,24,,,,6,0.868,21373712,,,,,,,,,,,,,,,,,,,
dDocent_Contig_27647,2,0.082,4.64,11,0.072,1887947,3,0.181,4210570,,,,16-22,0.018,464794,,,,,,,,,,13,0.342,11201632,
dDocent_Contig_66763,18,0.786,56.26,,,,,,,,,,,,,19,0.857,12155666,11,0.813,9715654,8,0.547,16502582,5,0.426,15938199,
dDocent_Contig_2375,23,0.153,10.04,22-25,0.094,2482542,17,0.758,19081345,,,,6,0.850,23741611,3,0.981,12844020,9,0.934,9862463,10,0.708,14882827,20,0.193,6061789,
dDocent_Contig_117947,12,0.210,14.85,,,,24,0.446,10161516,,,,17,0.276,7634794,,,,,,,,,,,,,
dDocent_Contig_122064,15,0.636,47.32,1B,0.144,2587802,,,,,,,23,0.178,3234190,,,,,,,8,0.405,12207301,8,0.270,7950007,
dDocent_Contig_133980,8,0.465,33.78,,,,18,0.283,5490640,,,,24,0.560,11103710,,,,,,,,,,,,,
dDocent_Contig_84119,3,0.074,5.04,13,0.855,23617173,21,0.957,24225521,1,0.495,13954687,21,0.650,18630082,11,0.812,9127297,16,0.676,6104837,4,0.623,12464607,14,0.752,25716619,
dDocent_Contig_13628,22,0.779,59.13,,,,22,0.177,3535744,,,,,,,,,,,,,,,,,,,
dDocent_Contig_16214,19,0.239,13.87,,,,10,0.631,13794890,,,,,,,,,,,,,,,,,,,
dDocent_Contig_39029,9,0.807,63.37,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_355276,23,0.375,24.52,22-25,0.289,7650237,17,0.256,6437569,,,,6,0.669,18686146,,,,,,,,,,20,0.388,12210354,
dDocent_Contig_39536,22,0.915,69.44,,,,,,,,,,7_1,0.110,2552049,,,,,,,,,,,,,
dDocent_Contig_19843,20,0.530,37.13,,,,7,0.699,20647558,,,,,,,,,,,,,,,,,,,
dDocent_Contig_311699,22,0.743,56.43,,,,22,0.084,1673983,10,0.001,8147,3,0.847,19904453,,,,,,,,,,22,0.007,173024,
dDocent_Contig_297190,24,0.000,0,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_58061,24,0.173,11.21,6,0.217,6102455,19,0.147,3876213,19,0.694,14055583,10,0.618,17253749,,,,,,,,,,,,,
dDocent_Contig_62487,22,0.779,59.13,9,0.861,19245791,22,0.198,3962063,10,0.188,2944070,3,0.720,16919425,,,,,,,18,0.212,3218371,22,0.148,3896698,
dDocent_Contig_15918,20,0.447,31.26,5,0.407,13280420,7,0.258,7634690,2,0.499,11617768,2,0.958,29119153,13,0.953,16153554,5,0.394,5276445,,,,1,0.423,13182073,
dDocent_Contig_258818,20,0.267,18.7,,,,7,0.353,10429165,,,,,,,,,,,,,,,,,,,
dDocent_Contig_12063,9,0.811,63.7,14,0.905,25710665,20,0.007,155489,7,0.963,26913949,20,0.147,3486420,15,0.389,4478343,,,,19,0.675,11978417,10,0.868,14832658,
dDocent_Contig_285972,20,0.684,47.87,,,,7,0.892,26353740,,,,2,0.349,10607084,,,,,,,,,,,,,
dDocent_Contig_39041,14,0.000,0,11,0.422,11066867,,,,6,0.559,9550497,,,,,,,,,,,,,,,,
dDocent_Contig_1577,1,0.883,57.77,,,,1,0.896,24931353,,,,12,0.082,2292346,,,,,,,,,,,,,
dDocent_Contig_110,5,0.340,22.7,,,,12,0.829,21305811,,,,,,,,,,,,,,,,,,,
dDocent_Contig_11476,24,0.105,6.78,6,0.159,4469660,19,0.244,6453006,,,,10,0.673,18796428,9,0.570,7929562,13,0.518,6895369,6,0.860,16208630,7,0.918,46860816,
dDocent_Contig_14186,14,0.752,39.99,19,0.908,21060066,13,0.792,15670006,,,,9,0.170,3900075,,,,,,,,,,7,0.577,29439368,
dDocent_Contig_4522,9,0.729,57.28,,,,20,0.193,4420074,,,,,,,,,,,,,,,,,,,
dDocent_Contig_52124,19,0.557,32.3,8,0.070,1612575,10,0.287,6263567,,,,11,0.610,14211280,,,,,,,,,,4,0.127,3629340,
dDocent_Contig_22103,7,0.033,1.91,12,0.218,5064604,8,0.615,10069543,15,0.818,13258373,19,0.220,5393981,2,0.173,1969136,10,0.121,1605421,1,0.553,19078297,19,0.491,13323614,
dDocent_Contig_112075,23,0.681,44.58,22-25,0.510,13495137,17,0.861,21675900,12,0.568,10459823,6,0.450,12558792,3,0.485,6354655,9,0.307,3238675,10,0.160,3364059,20,0.837,26350522,
dDocent_Contig_306535,14,0.178,9.48,19,0.336,7797682,13,0.506,10010588,,,,9,0.734,16870233,,,,,,,,,,7,0.261,13297681,
dDocent_Contig_62300,6,0.454,32.23,,,,23,0.312,9138626,,,,,,,,,,,,,,,,,,,
dDocent_Contig_45635,10,0.813,53.56,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_62061,9,0.205,16.08,,,,,,,,,,,,,,,,,,,,,,12,0.134,4635391,
dDocent_Contig_296916,16,0.862,58.84,,,,6,0.128,3150511,,,,,,,,,,,,,,,,,,,
dDocent_Contig_12382,6,0.237,16.81,20,0.024,675010,23,0.727,21311051,13,0.722,14495133,13,0.632,17205849,,,,,,,,,,,,,
dDocent_Contig_198199,6,0.708,50.31,,,,23,0.210,6139907,,,,,,,,,,,,,,,,,,,
dDocent_Contig_71710,13,0.851,54.73,15,0.884,22612880,15,0.119,2838262,,,,1,0.132,3402715,,,,,,,,,,,,,
dDocent_Contig_255326,12,0.227,16.08,,,,24,0.434,9897711,,,,,,,,,,,,,,,,,,,
dDocent_Contig_3889,6,0.783,55.65,20,0.612,17389227,23,0.019,542190,13,0.905,18167458,13,0.049,1334522,21,0.764,11384020,12,0.354,4473741,,,,12,0.786,27265953,
dDocent_Contig_3903,21,0.737,47.4,24,0.478,6659449,14,0.789,8797177,1,0.734,20678055,7_2,0.837,11639491,,,,,,,,,,,,,
dDocent_Contig_37011,10,0.055,3.62,1A,0.054,1567638,11,0.394,8976159,,,,4,0.905,23116918,,,,,,,20,0.734,11183508,,,,
dDocent_Contig_57233,3,0.170,11.54,,,,21,0.805,20377832,,,,,,,,,,,,,,,,,,,
dDocent_Contig_240090,24,0.706,45.61,,,,19,0.880,23229466,,,,,,,,,,,,,,,,,,,
dDocent_Contig_136639,15,0.790,58.76,1B,0.017,314383,4,0.824,15651236,5,0.505,6185442,8,0.550,14261970,,,,2,0.193,4171178,8,0.376,11338237,8,0.173,5103230,
dDocent_Contig_216625,24,0.483,31.24,6,0.541,15255968,19,0.689,18172289,19,0.289,5842233,10,0.301,8397886,9,0.812,11302521,13,0.757,10064333,,,,13,0.922,30234821,
dDocent_Contig_2844,19,0.198,11.48,8,0.610,14077354,10,0.815,17813278,,,,11,0.141,3294770,5,0.917,11177268,3,0.919,14234251,17,0.203,3345927,4,0.789,22640478,
dDocent_Contig_336869,23,0.631,41.29,22-25,0.605,15999941,17,0.596,15004654,12,0.457,8413120,6,0.359,10038753,,,,,,,,,,20,0.925,29115513,
dDocent_Contig_29779,24,0.863,55.79,,,,,,,,,,,,,9,0.977,13601092,,,,,,,,,,
dDocent_Contig_159850,16,0.166,11.33,,,,,,,,,,,,,,,,,,,,,,,,,
dDocent_Contig_23092,20,0.495,34.66,,,,7,0.196,5798706,,,,,,,,,,,,,,,,,,,
dDocent_Contig_243398,18,0.608,43.52,22-25,0.786,20791048,16,0.184,3158352,,,,,,,,,,,,,,,,,,,
dDocent_Contig_20609,10,0.546,35.94,10,0.578,13899619,11,0.615,14011529,3,0.031,521944,4,0.443,11316663,22,0.007,85890,,,,,,,18,0.475,12446544,
dDocent_Contig_322,1,0.829,54.28,,,,1,0.848,23575809,,,,,,,,,,,,,,,,,,,
dDocent_Contig_91218,19,0.423,24.55,8,0.363,8363334,10,0.409,8932745,11,0.591,9878818,11,0.443,10310216,,,,,,,17,0.563,9265687,,,,
dDocent_Contig_10414,12,0.369,26.15,4,0.506,13943851,24,0.837,19094845,8,0.676,13096786,17,0.491,13589438,20,0.561,7519622,1,0.705,16206615,2,0.131,2622300,23,0.959,19921903,
