LOCUS	LEFT_LOCUS	RIGHT_LOCUS	LEFT_POS	RIGHT_POS	SUPPORT	INTERVAL_SIZE	LG
384405187	dDocent_Contig_11941	dDocent_Contig_61318	44.85	45.18	dlab,poli	0.329999999999998	9
109175454	dDocent_Contig_14848	dDocent_Contig_13393	36.43	37.71	dlab	1.28	19
384404706	dDocent_Contig_125713	dDocent_Contig_19222	13.87	15.57	lcal,dlab	1.7	19
109178361	dDocent_Contig_152786	dDocent_Contig_54366	42.48	41.47	dlab,poli	1.01	3
78227265	dDocent_Contig_151317	dDocent_Contig_179549	18.85	17.95	gacu,lcal,tnig,onil,dlab,poli	0.900000000000002	19
gi|226049687|dbj|AB459114.1|	dDocent_Contig_44561	dDocent_Contig_129	36.56	38.07	gacu,lcal	1.51	7
384405098	dDocent_Contig_6004	dDocent_Contig_305597	27.54	29.42	lcal,onil,dlab,poli	1.88	8
384404926	dDocent_Contig_187802	dDocent_Contig_102544	10.72	13.06	gacu,dlab	2.34	18
384405021	dDocent_Contig_17190	dDocent_Contig_154959	1.68	8.79	poli	7.11	21
118772540	dDocent_Contig_39270	dDocent_Contig_26852	28.22	30.29	poli	2.07	19
gi|226049708|dbj|AB459135.1|	dDocent_Contig_367217	dDocent_Contig_4865	28.88	28.88	dlab,poli	0	23
115382991	dDocent_Contig_20683	dDocent_Contig_4899	16.85	18.42	dlab	1.57	9
118772498	dDocent_Contig_55010	dDocent_Contig_34141	16.08	22.33	trub	6.25	12
109175029	dDocent_Contig_189298	dDocent_Contig_37785	31.06	31.28	onil	0.220000000000002	16
78227621	dDocent_Contig_274586	dDocent_Contig_38092	19.66	20.88	gacu,lcal,dlab	1.22	8
78229078	dDocent_Contig_151317	dDocent_Contig_179549	18.85	17.95	gacu,lcal,tnig,onil,dlab,poli	0.900000000000002	19
78229446	dDocent_Contig_24685	dDocent_Contig_1177	26.37	23.58	trub,onil,poli	2.79	10
78229044	dDocent_Contig_11296	dDocent_Contig_95424	29.74	31.33	lcal,trub,dlab,poli	1.59	9
384405027	dDocent_Contig_43813	dDocent_Contig_65087	49.89	45.77	lcal	4.12	11
5019052	dDocent_Contig_2040	dDocent_Contig_12143	25.68	29.7	gacu,dlab	4.02	15
11601793	dDocent_Contig_17413	dDocent_Contig_39877	16.08	16.08	poli	0	9
109174895	dDocent_Contig_29737	dDocent_Contig_179549	19.29	17.95	gacu,lcal,trub,onil,poli	1.34	19
384405056	dDocent_Contig_53753	dDocent_Contig_50700	35.89	36.06	gacu,poli	0.170000000000002	21
78226193	dDocent_Contig_100682	dDocent_Contig_349127	6.9	6.59	trub,tnig	0.31	7
384404826	dDocent_Contig_257	dDocent_Contig_32945	56.19	55.86	lcal,onil,dlab,poli	0.329999999999998	5
384404614	dDocent_Contig_14595	dDocent_Contig_342473	44.63	42.78	poli	1.85	7
78228488	dDocent_Contig_275603	dDocent_Contig_2373	32.34	33.34	lcal,poli	1	9
384405600	dDocent_Contig_47042	dDocent_Contig_329840	28.63	27.39	poli	1.24	4
gi|226049699|dbj|AB459126.1|	dDocent_Contig_21421	dDocent_Contig_213977	53.2	51.88	poli	1.32	14
109177264	dDocent_Contig_87984	dDocent_Contig_179549	21.54	17.95	gacu,onil	3.59	19
78228629	dDocent_Contig_146886	dDocent_Contig_316571	33.8	33.8	gacu,lcal,dlab,poli	0	16
78226738	dDocent_Contig_151317	dDocent_Contig_179549	18.85	17.95	gacu,lcal,tnig,onil,dlab,poli	0.900000000000002	19
384405106	dDocent_Contig_96441	dDocent_Contig_36018	21.03	20.73	poli	0.300000000000001	8
384405521	dDocent_Contig_85692	dDocent_Contig_40726	3.77999999999999	3.77999999999999	lcal,dlab,poli	0	19
78225731	dDocent_Contig_57682	dDocent_Contig_83882	7.96	7.96	gacu,lcal,dlab	0	16
5019191	dDocent_Contig_20890	dDocent_Contig_1351	59.16	59.13	poli	0.029999999999994	22
109175997	dDocent_Contig_314714	dDocent_Contig_305597	29.75	29.42	lcal,trub,dlab	0.329999999999998	8
78227626	dDocent_Contig_57353	dDocent_Contig_36101	47.63	47.85	gacu,tnig,onil,poli	0.219999999999999	19
78228688	dDocent_Contig_29737	dDocent_Contig_179549	19.29	17.95	poli	1.34	19
118772587	dDocent_Contig_30404	dDocent_Contig_8174	13.9	13.9	lcal,onil,dlab,poli	0	7
384405651	dDocent_Contig_17168	dDocent_Contig_14875	50.33	50.33	onil	0	7
384404761	dDocent_Contig_384622	dDocent_Contig_5062	57.12	56.72	lcal,poli	0.399999999999999	10
384405229	dDocent_Contig_123765	dDocent_Contig_10430	64.01	63.7	gacu,lcal,onil,dlab,poli	0.310000000000002	9
gi|205361400|dbj|AB459474.1|	dDocent_Contig_20865	dDocent_Contig_15311	49.4	52.27	lcal,dlab,poli	2.87	10
78225818	dDocent_Contig_14563	dDocent_Contig_125630	16.17	18.8	gacu,onil,dlab	2.63	24
78225450	dDocent_Contig_189129	dDocent_Contig_19889	9.27	9.27	gacu,lcal,tnig,poli	0	15
118772674	dDocent_Contig_4505	dDocent_Contig_79174	49.25	43.11	poli	6.14	7
78226622	dDocent_Contig_151317	dDocent_Contig_179549	18.85	17.95	gacu,lcal,tnig,onil,dlab,poli	0.900000000000002	19
gi|205361314|dbj|AB459419.1|	dDocent_Contig_303916	dDocent_Contig_91748	37.22	35.97	lcal,dlab,poli	1.25	22
384404434	dDocent_Contig_53339	dDocent_Contig_9019	25.22	24.6	gacu,lcal,onil,dlab,poli	0.619999999999997	4
109177898	dDocent_Contig_128759	dDocent_Contig_31830	64.69	51.54	tnig	13.15	8
384404965	dDocent_Contig_2375	dDocent_Contig_74727	10.04	10.04	lcal	0	23
118772342	dDocent_Contig_63358	dDocent_Contig_22454	23.21	23.73	onil,dlab	0.52	20
109178539	dDocent_Contig_90559	dDocent_Contig_172285	29.07	23.27	trub	5.8	10
384404466	dDocent_Contig_105544	dDocent_Contig_360326	63.92	65.61	poli	1.69	4
109175559	dDocent_Contig_75804	dDocent_Contig_84428	30.65	31.31	poli	0.66	8
384405214	dDocent_Contig_52970	dDocent_Contig_28438	40.11	38.74	lcal,poli	1.37	9
78230463	dDocent_Contig_311699	dDocent_Contig_28835	56.43	56.43	onil	0	22
78225586	dDocent_Contig_263392	dDocent_Contig_333677	35.71	33.15	gacu,tnig	2.56	9
gi|226049623|dbj|AB459050.1|	dDocent_Contig_12922	dDocent_Contig_12895	17.75	16.82	lcal,dlab,poli	0.93	3
384404544	dDocent_Contig_86305	dDocent_Contig_29532	30.33	30.02	gacu,lcal,onil,dlab	0.309999999999999	20
78230191	dDocent_Contig_151317	dDocent_Contig_179549	18.85	17.95	gacu,lcal,tnig,onil,dlab,poli	0.900000000000002	19
112785070	dDocent_Contig_332250	dDocent_Contig_1533	17.62	19.66	gacu,dlab	2.04	8
gi|6970342|dbj|AB037980.1|	dDocent_Contig_14694	dDocent_Contig_6502	56.24	53.81	poli	2.43	3
384404685	dDocent_Contig_9953	dDocent_Contig_31678	60.12	60.79	poli	0.670000000000002	17
118772768	dDocent_Contig_61134	dDocent_Contig_87428	49.31	53.65	poli	4.34	24
5018619	dDocent_Contig_53126	dDocent_Contig_48972	43.17	41.96	lcal,dlab	1.21	4
115383031	dDocent_Contig_85216	dDocent_Contig_3559	25.19	30.06	onil	4.87	10
384404438	dDocent_Contig_47042	dDocent_Contig_329840	28.63	27.39	lcal,dlab,poli	1.24	4
384405810	dDocent_Contig_3187	dDocent_Contig_87834	58.07	58.07	lcal	0	10
gi|205361259|dbj|AB459364.1|	dDocent_Contig_156793	dDocent_Contig_87663	31.35	29.44	gacu,lcal,dlab,poli	1.91	14
gi|226022783|dbj|AB458994.1|	dDocent_Contig_289693	dDocent_Contig_381695	44.17	44.75	gacu,dlab,poli	0.579999999999998	4
115383042	dDocent_Contig_9310	dDocent_Contig_146769	22.79	24.6	gacu	1.81	14
384405314	dDocent_Contig_54366	dDocent_Contig_68707	41.47	40.8	lcal,dlab,poli	0.670000000000002	3
78227613	dDocent_Contig_151317	dDocent_Contig_179549	18.85	17.95	gacu,lcal,tnig,onil,dlab,poli	0.900000000000002	19
109176566	dDocent_Contig_4687	dDocent_Contig_158022	26.99	27.61	trub,poli	0.620000000000001	1
115383097	dDocent_Contig_28149	dDocent_Contig_24873	63.74	64.05	poli	0.309999999999995	11
78229505	dDocent_Contig_187802	dDocent_Contig_102544	10.72	13.06	dlab	2.34	18
109177431	dDocent_Contig_172285	dDocent_Contig_48611	23.27	20.59	gacu,trub,dlab	2.68	10
384405560	dDocent_Contig_339791	dDocent_Contig_68700	22.73	22.73	lcal,dlab	0	8
78225716	dDocent_Contig_57682	dDocent_Contig_83882	7.96	7.96	gacu,lcal	0	16
78229401	dDocent_Contig_9113	dDocent_Contig_8769	33.22	32.63	gacu,trub,tnig	0.589999999999996	2
gi|205361344|dbj|AB459449.1|	dDocent_Contig_9976	dDocent_Contig_374147	40.71	41.33	gacu,poli	0.619999999999997	19
384404322	dDocent_Contig_46391	dDocent_Contig_15214	51.02	54.42	poli	3.4	11
384404748	dDocent_Contig_51314	dDocent_Contig_73600	53.56	52.81	poli	0.75	10
118772731	dDocent_Contig_33630	dDocent_Contig_23434	35.89	36.22	lcal,dlab,poli	0.329999999999998	21
gi|226049760|dbj|AB459187.1|	dDocent_Contig_7800	dDocent_Contig_52880	8.3	7.99	poli	0.31	13
109177835	dDocent_Contig_63932	dDocent_Contig_64534	35.97	35.97	onil	0	10
384405672	dDocent_Contig_25536	dDocent_Contig_38929	38	37.83	lcal,dlab,poli	0.170000000000002	22
78230116	dDocent_Contig_151317	dDocent_Contig_179549	18.85	17.95	gacu,lcal,tnig,onil,dlab,poli	0.900000000000002	19
gi|226069247|dbj|AB459240.1|	dDocent_Contig_381695	dDocent_Contig_172625	44.75	48.29	gacu,trub,dlab,poli	3.54	4
gi|205361213|dbj|AB459318.1|	dDocent_Contig_53339	dDocent_Contig_9019	25.22	24.6	poli	0.619999999999997	4
78227523	dDocent_Contig_269074	dDocent_Contig_4858	34.19	31.1	gacu,lcal,onil,dlab,poli	3.09	3
78230293	dDocent_Contig_137743	dDocent_Contig_13393	51.67	37.71	trub	13.96	19
384405151	dDocent_Contig_14449	dDocent_Contig_31210	0	0	poli	0	24
384404336	dDocent_Contig_74363	dDocent_Contig_116082	41.75	33.37	onil	8.38	11
gi|226049743|dbj|AB459170.1|	dDocent_Contig_14449	dDocent_Contig_31210	0	0	poli	0	24
384404963	dDocent_Contig_2375	dDocent_Contig_74727	10.04	10.04	lcal	0	23
78227284	dDocent_Contig_35440	dDocent_Contig_326641	42.03	40.62	onil	1.41	7
384405618	dDocent_Contig_650	dDocent_Contig_337536	22.03	22.65	trub,onil,dlab	0.619999999999997	24
384404409	dDocent_Contig_30705	dDocent_Contig_136639	51.8	58.76	gacu	6.96	15
78228154	dDocent_Contig_6993	dDocent_Contig_8987	31.6	31.82	tnig,onil,poli	0.219999999999999	23
384404722	dDocent_Contig_46095	dDocent_Contig_19238	34.24	33.09	lcal,poli	1.15	19
78227250	dDocent_Contig_62851	dDocent_Contig_59202	68.23	68.23	poli	0	16
gi|205361230|dbj|AB459335.1|	dDocent_Contig_249952	dDocent_Contig_356616	44.25	43.33	lcal,tnig,dlab	0.920000000000002	8
gi|226022730|dbj|AB458941.1|	dDocent_Contig_4785	dDocent_Contig_318878	34.05	33.38	lcal,dlab,poli	0.669999999999995	6
78225769	dDocent_Contig_29737	dDocent_Contig_179549	19.29	17.95	poli	1.34	19
78226150	dDocent_Contig_311699	dDocent_Contig_28835	56.43	56.43	onil	0	22
78229687	dDocent_Contig_151317	dDocent_Contig_179549	18.85	17.95	gacu,lcal,tnig,onil,dlab,poli	0.900000000000002	19
384404883	dDocent_Contig_200778	dDocent_Contig_165225	71.39	69.38	onil	2.01000000000001	18
78225606	dDocent_Contig_91457	dDocent_Contig_9113	30.92	33.22	trub,tnig	2.3	2
384405746	dDocent_Contig_329046	dDocent_Contig_22858	32.49	33.01	lcal,trub,tnig,dlab,poli	0.519999999999996	20
384404459	dDocent_Contig_15402	dDocent_Contig_360326	66.22	65.61	trub	0.609999999999999	4
78227182	dDocent_Contig_8987	dDocent_Contig_367217	31.82	28.88	tnig	2.94	23
384404712	dDocent_Contig_179549	dDocent_Contig_87984	17.95	21.54	lcal,onil	3.59	19
78228528	dDocent_Contig_1408	dDocent_Contig_2638	28.16	26.92	tnig,poli	1.24	21
384405038	dDocent_Contig_46295	dDocent_Contig_10808	26.62	26.62	lcal,dlab,poli	0	21
109177378	dDocent_Contig_169742	dDocent_Contig_13506	47.17	47.61	dlab,poli	0.439999999999998	6
gi|226049605|dbj|AB459032.1|	dDocent_Contig_189298	dDocent_Contig_37785	31.06	31.28	onil	0.220000000000002	16
115382973	dDocent_Contig_406	dDocent_Contig_61920	37.12	37.12	poli	0	14
gi|12580929|emb|AJ310423.1|	dDocent_Contig_152786	dDocent_Contig_54366	42.48	41.47	dlab,poli	1.01	3
115382975	dDocent_Contig_238787	dDocent_Contig_150253	14.78	14.78	poli	0	5
78228534	dDocent_Contig_40683	dDocent_Contig_69223	29.43	28.43	tnig	1	24
384404602	dDocent_Contig_183092	dDocent_Contig_60276	50.27	52.99	lcal	2.72	7
78227090	dDocent_Contig_84428	dDocent_Contig_252480	31.31	31.31	gacu,lcal,trub,tnig,onil,poli	0	8
gi|226049787|dbj|AB459214.1|	dDocent_Contig_53753	dDocent_Contig_50700	35.89	36.06	lcal,dlab	0.170000000000002	21
384404564	dDocent_Contig_13865	dDocent_Contig_72785	39.29	38.37	onil,poli	0.920000000000002	20
384405429	dDocent_Contig_13705	dDocent_Contig_386286	32.38	33.31	gacu,dlab	0.93	6
75976384	dDocent_Contig_106618	dDocent_Contig_104204	8.34	9.27	tnig	0.93	15
gi|226049780|dbj|AB459207.1|	dDocent_Contig_177172	dDocent_Contig_169586	27.27	34.31	lcal,dlab	7.04	22
384404561	dDocent_Contig_121559	dDocent_Contig_288916	37.13	37.13	gacu,trub,tnig,onil,poli	0	20
384404541	dDocent_Contig_20987	dDocent_Contig_376782	28.32	28.17	dlab	0.149999999999999	20
384405615	dDocent_Contig_45214	dDocent_Contig_12922	19	17.75	poli	1.25	3
118772430	dDocent_Contig_374605	dDocent_Contig_210808	30.67	30.17	gacu,poli	0.5	3
78230064	dDocent_Contig_151317	dDocent_Contig_179549	18.85	17.95	gacu,lcal,tnig,onil,dlab,poli	0.900000000000002	19
384405083	dDocent_Contig_99077	dDocent_Contig_159109	25.88	25.88	onil,dlab	0	13
78227601	dDocent_Contig_57353	dDocent_Contig_36101	47.63	47.85	gacu,tnig,onil	0.219999999999999	19
384405065	dDocent_Contig_307315	dDocent_Contig_50697	72.57	66.13	dlab	6.44	8
157734157	dDocent_Contig_32115	dDocent_Contig_14575	9.23	11.17	tnig,onil	1.94	13
gi|12083715|dbj|AB046759.1|	dDocent_Contig_164283	dDocent_Contig_15622	4.62	6.16	poli	1.54	24
78227719	dDocent_Contig_2375	dDocent_Contig_74727	10.04	10.04	lcal	0	23
384405404	dDocent_Contig_23884	dDocent_Contig_16570	61.84	66.27	onil	4.42999999999999	6
78227074	dDocent_Contig_57353	dDocent_Contig_36101	47.63	47.85	gacu,tnig,onil	0.219999999999999	19
384404822	dDocent_Contig_346936	dDocent_Contig_1512	13.27	13.27	gacu,lcal,onil,dlab,poli	0	16
384405801	dDocent_Contig_664	dDocent_Contig_38379	70	66.29	poli	3.70999999999999	20
384405182	dDocent_Contig_263392	dDocent_Contig_146256	35.71	36.04	lcal	0.329999999999998	9
384405317	dDocent_Contig_4144	dDocent_Contig_269074	34.6	34.19	lcal,dlab	0.410000000000004	3
78229547	dDocent_Contig_57682	dDocent_Contig_83882	7.96	7.96	gacu,lcal	0	16
gi|205361296|dbj|AB459401.1|	dDocent_Contig_20865	dDocent_Contig_15311	49.4	52.27	lcal,dlab,poli	2.87	10
384404413	dDocent_Contig_642	dDocent_Contig_195082	58.76	58.76	poli	0	15
384405497	dDocent_Contig_224783	dDocent_Contig_16173	26.32	27.4	lcal,tnig,onil,dlab	1.08	7
384404384	dDocent_Contig_382805	dDocent_Contig_48424	29.7	29.7	poli	0	15
78227401	dDocent_Contig_22783	dDocent_Contig_193333	22.79	25.18	gacu,lcal,onil,dlab	2.39	2
78227775	dDocent_Contig_114038	dDocent_Contig_125660	34.03	30.16	gacu	3.87	21
384405696	dDocent_Contig_228442	dDocent_Contig_593	64.32	65.25	tnig,onil,poli	0.930000000000007	10
78225669	dDocent_Contig_336119	dDocent_Contig_15823	35.77	37.32	gacu,tnig	1.55	4
5018601	dDocent_Contig_29868	dDocent_Contig_66767	66.48	66.27	poli	0.210000000000008	6
109178582	dDocent_Contig_152786	dDocent_Contig_54366	42.48	41.47	dlab,poli	1.01	3
78228715	dDocent_Contig_151317	dDocent_Contig_179549	18.85	17.95	gacu,lcal,tnig,onil,dlab,poli	0.900000000000002	19
78227108	dDocent_Contig_2125	dDocent_Contig_157446	30.14	29.56	onil	0.580000000000002	13
78225686	dDocent_Contig_9237	dDocent_Contig_9265	58.84	58.84	gacu,lcal,trub,poli	0	16
78227668	dDocent_Contig_61920	dDocent_Contig_406	37.12	37.12	gacu,lcal,dlab,poli	0	14
118772436	dDocent_Contig_63358	dDocent_Contig_22454	23.21	23.73	dlab	0.52	20
384405794	dDocent_Contig_31210	dDocent_Contig_103135	0	0	lcal,onil,poli	0	24
5018851	dDocent_Contig_2844	dDocent_Contig_69138	11.48	11.81	lcal,tnig,poli	0.33	19
384404621	dDocent_Contig_17168	dDocent_Contig_14875	50.33	50.33	gacu,onil	0	7
78228858	dDocent_Contig_56126	dDocent_Contig_13812	59.13	59.13	gacu	0	22
78226564	dDocent_Contig_42747	dDocent_Contig_103135	0	0	tnig,onil	0	24
109178249	dDocent_Contig_374147	dDocent_Contig_9976	41.33	40.71	gacu,onil	0.619999999999997	19
118772709	dDocent_Contig_63358	dDocent_Contig_22454	23.21	23.73	dlab	0.52	20
109177082	dDocent_Contig_21728	dDocent_Contig_69113	49.24	47.63	onil	1.61	22
gi|205361345|dbj|AB459450.1|	dDocent_Contig_11186	dDocent_Contig_21399	53.27	54.47	poli	1.2	2
115383039	dDocent_Contig_381695	dDocent_Contig_172625	44.75	48.29	poli	3.54	4
384404967	dDocent_Contig_2375	dDocent_Contig_74727	10.04	10.04	lcal	0	23
384405165	dDocent_Contig_42747	dDocent_Contig_14449	0	0	lcal,dlab,poli	0	24
78228516	dDocent_Contig_9113	dDocent_Contig_8769	33.22	32.63	gacu,trub,tnig,onil	0.589999999999996	2
384404470	dDocent_Contig_360326	dDocent_Contig_39758	65.61	65.61	lcal,poli	0	4
78229222	dDocent_Contig_21421	dDocent_Contig_213977	53.2	51.88	poli	1.32	14
109178193	dDocent_Contig_152786	dDocent_Contig_54366	42.48	41.47	dlab,poli	1.01	3
109176710	dDocent_Contig_39621	dDocent_Contig_12285	19.58	20.97	dlab,poli	1.39	5
384405235	dDocent_Contig_34420	dDocent_Contig_113794	10.49	11.13	gacu	0.640000000000001	22
118772759	dDocent_Contig_202451	dDocent_Contig_110104	0	0.830000000000002	poli	0.830000000000002	13
384404871	dDocent_Contig_166134	dDocent_Contig_73935	71.55	71.55	poli	0	18
384404818	dDocent_Contig_18636	dDocent_Contig_72018	26.62	27.28	onil,dlab	0.66	5
384404737	dDocent_Contig_57288	dDocent_Contig_305441	61.91	59.85	lcal	2.06	10
78230426	dDocent_Contig_10333	dDocent_Contig_182167	45	46.54	lcal,trub,onil,poli	1.54	17
78227547	dDocent_Contig_152786	dDocent_Contig_54366	42.48	41.47	dlab,poli	1.01	3
109174834	dDocent_Contig_306535	dDocent_Contig_48750	9.48	10.36	poli	0.879999999999999	14
118772679	dDocent_Contig_301600	dDocent_Contig_4686	16.82	16.1	lcal	0.719999999999999	14
118772412	dDocent_Contig_87663	dDocent_Contig_156793	29.44	31.35	poli	1.91	14
78230205	dDocent_Contig_117947	dDocent_Contig_13707	14.85	14.82	lcal,trub,onil,poli	0.0299999999999994	12
384404984	dDocent_Contig_29317	dDocent_Contig_26947	13.92	14	gacu,dlab,poli	0.0800000000000001	14
78229229	dDocent_Contig_10333	dDocent_Contig_182167	45	46.54	lcal,trub,onil,poli	1.54	17
78225416	dDocent_Contig_29737	dDocent_Contig_179549	19.29	17.95	gacu,lcal,onil,poli	1.34	19
gi|226049665|dbj|AB459092.1|	dDocent_Contig_220734	dDocent_Contig_9648	2.39	0	poli	2.39	8
384405732	dDocent_Contig_4144	dDocent_Contig_269074	34.6	34.19	lcal	0.410000000000004	3
115383045	dDocent_Contig_167913	dDocent_Contig_59834	42.72	46.14	poli	3.42	14
384405635	dDocent_Contig_352327	dDocent_Contig_15840	23.58	23.77	lcal,dlab	0.190000000000001	1
78226768	dDocent_Contig_151317	dDocent_Contig_179549	18.85	17.95	gacu,lcal,tnig,onil,dlab,poli	0.900000000000002	19
384404502	dDocent_Contig_1512	dDocent_Contig_155556	13.27	11.33	gacu,dlab	1.94	16
118772813	dDocent_Contig_289693	dDocent_Contig_381695	44.17	44.75	gacu,dlab,poli	0.579999999999998	4
78230392	dDocent_Contig_265782	dDocent_Contig_212830	33.44	31.82	gacu,tnig	1.62	18
109176626	dDocent_Contig_114038	dDocent_Contig_125660	34.03	30.16	gacu	3.87	21
78229183	dDocent_Contig_151317	dDocent_Contig_179549	18.85	17.95	gacu,lcal,tnig,onil,dlab,poli	0.900000000000002	19
78227160	dDocent_Contig_13705	dDocent_Contig_386286	32.38	33.31	gacu,dlab	0.93	6
384405180	dDocent_Contig_66352	dDocent_Contig_145912	10.33	10.33	gacu,dlab	0	9
78225901	dDocent_Contig_9237	dDocent_Contig_9265	58.84	58.84	gacu,lcal,trub,poli	0	16
78225386	dDocent_Contig_57353	dDocent_Contig_36101	47.63	47.85	gacu,tnig,onil	0.219999999999999	19
118772602	dDocent_Contig_396511	dDocent_Contig_12806	23	22.67	lcal,dlab,poli	0.329999999999998	11
gi|226049617|dbj|AB459044.1|	dDocent_Contig_92660	dDocent_Contig_17991	30.33	30.33	lcal,dlab,poli	0	20
384405620	dDocent_Contig_11941	dDocent_Contig_13617	44.85	46.73	poli	1.88	9
78229630	dDocent_Contig_69859	dDocent_Contig_69050	60.31	62.33	dlab	2.02	13
384404935	dDocent_Contig_43221	dDocent_Contig_36090	44.58	44.58	lcal,onil,dlab	0	23
109176053	dDocent_Contig_51425	dDocent_Contig_15699	35.39	35.28	poli	0.109999999999999	10
118772576	dDocent_Contig_45297	dDocent_Contig_99398	60.77	61.39	poli	0.619999999999997	15
78227004	dDocent_Contig_14563	dDocent_Contig_125630	16.17	18.8	gacu,onil,dlab	2.63	24
78230158	dDocent_Contig_151317	dDocent_Contig_179549	18.85	17.95	gacu,lcal,tnig,onil,dlab,poli	0.900000000000002	19
118772551	dDocent_Contig_16852	dDocent_Contig_154408	13.88	13.88	poli	0	1
gi|12275202|emb|AJ302076.1|	dDocent_Contig_1849	dDocent_Contig_336869	35.77	41.29	onil	5.52	23
384404406	dDocent_Contig_78385	dDocent_Contig_7246	58.76	58.76	poli	0	15
78227635	dDocent_Contig_2268	dDocent_Contig_52162	18.4	15.8	lcal,dlab	2.6	1
115383013	dDocent_Contig_46095	dDocent_Contig_14676	34.24	35.01	gacu,lcal,dlab	0.769999999999996	19
164449156	dDocent_Contig_4140	dDocent_Contig_85692	3.77999999999999	3.77999999999999	poli	0	19
384404659	dDocent_Contig_5622	dDocent_Contig_26251	32.08	42.22	onil	10.14	17
gi|226022788|dbj|AB458999.1|	dDocent_Contig_113644	dDocent_Contig_297334	13.14	12.22	poli	0.92	6
78228126	dDocent_Contig_24685	dDocent_Contig_1177	26.37	23.58	poli	2.79	10
gi|226049765|dbj|AB459192.1|	dDocent_Contig_238701	dDocent_Contig_43065	9.63	9.32	poli	0.31	16
109176524	dDocent_Contig_20987	dDocent_Contig_376782	28.32	28.17	dlab	0.149999999999999	20
109178777	dDocent_Contig_311699	dDocent_Contig_56126	56.43	59.13	gacu	2.7	22
78228586	dDocent_Contig_151317	dDocent_Contig_179549	18.85	17.95	gacu,lcal,onil,dlab,poli	0.900000000000002	19
109178257	dDocent_Contig_24685	dDocent_Contig_1177	26.37	23.58	poli	2.79	10
78228948	dDocent_Contig_151317	dDocent_Contig_179549	18.85	17.95	gacu,lcal,tnig,onil,dlab,poli	0.900000000000002	19
384404913	dDocent_Contig_4533	dDocent_Contig_29128	35.19	35.19	poli	0	18
78230171	dDocent_Contig_37175	dDocent_Contig_3889	53.49	55.65	onil	2.16	6
78227869	dDocent_Contig_374147	dDocent_Contig_9976	41.33	40.71	gacu,onil	0.619999999999997	19
109177648	dDocent_Contig_151317	dDocent_Contig_179549	18.85	17.95	gacu,lcal,onil,dlab,poli	0.900000000000002	19
109177226	dDocent_Contig_151317	dDocent_Contig_179549	18.85	17.95	gacu,lcal,tnig,onil,dlab,poli	0.900000000000002	19
118772520	dDocent_Contig_18700	dDocent_Contig_17935	50.8	52.03	poli	1.23	21
118772339	dDocent_Contig_8173	dDocent_Contig_48412	18.25	18.25	lcal	0	7
78230297	dDocent_Contig_35702	dDocent_Contig_16925	60.77	60.77	onil,poli	0	15
109177560	dDocent_Contig_24685	dDocent_Contig_1177	26.37	23.58	trub,onil,poli	2.79	10
384405246	dDocent_Contig_177172	dDocent_Contig_169586	27.27	34.31	lcal,trub,dlab	7.04	22
37362090	dDocent_Contig_69393	dDocent_Contig_26911	61.54	61.66	poli	0.119999999999997	13
78228597	dDocent_Contig_558	dDocent_Contig_41885	20.6	20.3	lcal,dlab,poli	0.300000000000001	6
78227683	dDocent_Contig_21407	dDocent_Contig_111156	5.88	6.81	onil,dlab	0.930000000000001	2
